Line,Staff,DateTime_Out,DateTime_Out2
1,1,2018-03-25 22:00:00,2018-03-26 06:00:00
1,3,2018-03-25 22:00:00,2018-03-26 06:00:00
1,1,2018-03-26 06:00:00,2018-03-26 15:00:00
1,3,2018-03-26 06:00:00,2018-03-26 15:00:00
1,1,2018-03-26 14:00:00,2018-03-26 23:00:00
1,3,2018-03-26 14:00:00,2018-03-26 17:00:00
1,4,2018-03-26 17:00:00,2018-03-26 23:00:00
1,1,2018-03-26 22:00:00,2018-03-27 06:00:00
1,4,2018-03-26 22:00:00,2018-03-27 06:00:00
1,1,2018-03-27 06:00:00,2018-03-27 07:00:00
1,4,2018-03-27 06:00:00,2018-03-27 15:00:00
1,3,2018-03-27 07:00:00,2018-03-27 15:00:00
1,3,2018-03-27 14:00:00,2018-03-27 23:00:00
1,4,2018-03-27 14:00:00,2018-03-27 23:00:00
1,3,2018-03-27 22:00:00,2018-03-28 06:00:00
1,4,2018-03-27 22:00:00,2018-03-28 06:00:00
1,3,2018-03-28 06:00:00,2018-03-28 15:00:00
1,4,2018-03-28 06:00:00,2018-03-28 15:00:00
1,3,2018-03-28 14:00:00,2018-03-28 23:00:00
1,4,2018-03-28 14:00:00,2018-03-28 23:00:00
1,3,2018-03-28 22:00:00,2018-03-29 06:00:00
1,4,2018-03-28 22:00:00,2018-03-29 06:00:00
1,3,2018-03-29 06:00:00,2018-03-29 15:00:00
1,4,2018-03-29 06:00:00,2018-03-29 15:00:00
1,3,2018-03-29 14:00:00,2018-03-29 23:00:00
1,4,2018-03-29 14:00:00,2018-03-29 23:00:00
1,3,2018-03-29 22:00:00,2018-03-30 06:00:00
1,4,2018-03-29 22:00:00,2018-03-30 06:00:00
1,3,2018-03-30 06:00:00,2018-03-30 15:00:00
1,4,2018-03-30 06:00:00,2018-03-30 15:00:00
1,3,2018-03-30 14:00:00,2018-03-30 23:00:00
1,4,2018-03-30 14:00:00,2018-03-30 23:00:00
1,3,2018-03-30 22:00:00,2018-03-31 06:00:00
1,4,2018-03-30 22:00:00,2018-03-31 06:00:00
1,3,2018-03-31 06:00:00,2018-03-31 15:00:00
1,4,2018-03-31 06:00:00,2018-03-31 15:00:00
1,3,2018-03-31 14:00:00,2018-03-31 23:00:00
1,4,2018-03-31 14:00:00,2018-03-31 23:00:00
1,3,2018-03-31 22:00:00,2018-04-01 06:00:00
1,4,2018-03-31 22:00:00,2018-04-01 06:00:00
2,2,2018-01-02 06:00:00,2018-01-02 15:00:00
2,3,2018-01-02 06:00:00,2018-01-02 15:00:00
2,2,2018-01-02 14:00:00,2018-01-02 15:00:00
2,3,2018-01-02 14:00:00,2018-01-02 23:00:00
2,1,2018-01-02 15:00:00,2018-01-02 23:00:00
2,4,2018-01-02 15:00:00,2018-01-02 23:00:00
2,1,2018-01-02 22:00:00,2018-01-03 06:00:00
2,3,2018-01-02 22:00:00,2018-01-03 06:00:00
2,4,2018-01-02 22:00:00,2018-01-03 06:00:00
2,1,2018-01-03 06:00:00,2018-01-03 15:00:00
2,3,2018-01-03 06:00:00,2018-01-03 15:00:00
2,4,2018-01-03 06:00:00,2018-01-03 15:00:00
2,1,2018-01-03 14:00:00,2018-01-03 23:00:00
2,3,2018-01-03 14:00:00,2018-01-03 23:00:00
2,4,2018-01-03 14:00:00,2018-01-03 23:00:00
2,1,2018-01-03 22:00:00,2018-01-04 06:00:00
2,3,2018-01-03 22:00:00,2018-01-04 06:00:00
2,4,2018-01-03 22:00:00,2018-01-04 06:00:00
2,1,2018-01-04 06:00:00,2018-01-04 15:00:00
2,3,2018-01-04 06:00:00,2018-01-04 15:00:00
2,4,2018-01-04 06:00:00,2018-01-04 15:00:00
2,1,2018-01-04 14:00:00,2018-01-04 23:00:00
2,3,2018-01-04 14:00:00,2018-01-04 23:00:00
2,4,2018-01-04 14:00:00,2018-01-04 15:00:00
2,1,2018-01-04 22:00:00,2018-01-05 06:00:00
2,3,2018-01-04 22:00:00,2018-01-05 06:00:00
2,1,2018-01-05 06:00:00,2018-01-05 15:00:00
2,3,2018-01-05 06:00:00,2018-01-05 15:00:00
2,1,2018-01-05 14:00:00,2018-01-05 23:00:00
2,3,2018-01-05 14:00:00,2018-01-05 23:00:00
2,1,2018-01-05 22:00:00,2018-01-06 06:00:00
2,3,2018-01-05 22:00:00,2018-01-06 06:00:00
2,1,2018-01-06 06:00:00,2018-01-06 15:00:00
2,3,2018-01-06 06:00:00,2018-01-06 15:00:00
2,1,2018-01-06 14:00:00,2018-01-06 23:00:00
2,3,2018-01-06 14:00:00,2018-01-06 23:00:00
2,1,2018-01-06 22:00:00,2018-01-07 06:00:00
2,3,2018-01-06 22:00:00,2018-01-07 06:00:00
2,1,2018-01-07 06:00:00,2018-01-07 06:00:00
2,3,2018-01-07 06:00:00,2018-01-07 06:00:00
2,4,2018-01-07 06:00:00,2018-01-07 15:00:00
2,4,2018-01-07 14:00:00,2018-01-07 23:00:00
2,4,2018-01-07 22:00:00,2018-01-08 06:00:00
2,4,2018-01-08 06:00:00,2018-01-08 15:00:00
2,4,2018-01-08 14:00:00,2018-01-08 23:00:00
2,4,2018-01-08 22:00:00,2018-01-09 06:00:00
2,4,2018-01-09 06:00:00,2018-01-09 06:00:00
2,3,2018-01-09 06:00:00,2018-01-09 15:00:00
2,3,2018-01-09 14:00:00,2018-01-09 23:00:00
2,3,2018-01-09 22:00:00,2018-01-10 06:00:00
2,3,2018-01-10 06:00:00,2018-01-10 15:00:00
2,3,2018-01-10 14:00:00,2018-01-10 23:00:00
2,3,2018-01-10 22:00:00,2018-01-11 06:00:00
2,3,2018-01-11 06:00:00,2018-01-11 15:00:00
2,4,2018-01-11 07:00:00,2018-01-11 15:00:00
2,3,2018-01-11 14:00:00,2018-01-11 23:00:00
2,4,2018-01-11 14:00:00,2018-01-11 23:00:00
2,3,2018-01-11 22:00:00,2018-01-12 06:00:00
2,4,2018-01-11 22:00:00,2018-01-12 06:00:00
2,3,2018-01-12 06:00:00,2018-01-12 15:00:00
2,4,2018-01-12 06:00:00,2018-01-12 15:00:00
2,3,2018-01-12 14:00:00,2018-01-12 23:00:00
2,4,2018-01-12 14:00:00,2018-01-12 23:00:00
2,3,2018-01-12 22:00:00,2018-01-13 06:00:00
2,4,2018-01-12 22:00:00,2018-01-13 06:00:00
2,3,2018-01-13 06:00:00,2018-01-13 15:00:00
2,4,2018-01-13 06:00:00,2018-01-13 15:00:00
2,3,2018-01-13 14:00:00,2018-01-13 23:00:00
2,4,2018-01-13 14:00:00,2018-01-13 23:00:00
2,3,2018-01-13 22:00:00,2018-01-14 06:00:00
2,4,2018-01-13 22:00:00,2018-01-14 06:00:00
2,3,2018-01-14 06:00:00,2018-01-14 15:00:00
2,4,2018-01-14 06:00:00,2018-01-14 15:00:00
2,3,2018-01-14 14:00:00,2018-01-14 23:00:00
2,4,2018-01-14 14:00:00,2018-01-14 23:00:00
2,3,2018-01-14 22:00:00,2018-01-15 06:00:00
2,4,2018-01-14 22:00:00,2018-01-15 00:00:00
2,3,2018-01-15 06:00:00,2018-01-15 15:00:00
2,5,2018-01-15 09:00:00,2018-01-15 15:00:00
2,3,2018-01-15 14:00:00,2018-01-15 23:00:00
2,5,2018-01-15 14:00:00,2018-01-15 23:00:00
2,3,2018-01-15 22:00:00,2018-01-15 23:00:00
2,5,2018-01-15 22:00:00,2018-01-15 23:00:00
2,4,2018-01-15 23:00:00,2018-01-16 00:00:00
2,3,2018-01-16 00:00:00,2018-01-16 06:00:00
2,3,2018-01-16 06:00:00,2018-01-16 15:00:00
2,3,2018-01-16 14:00:00,2018-01-16 22:00:00
2,4,2018-01-16 22:00:00,2018-01-16 23:00:00
2,4,2018-01-16 22:00:00,2018-01-17 06:00:00
2,4,2018-01-17 06:00:00,2018-01-17 15:00:00
2,4,2018-01-17 14:00:00,2018-01-17 23:00:00
2,4,2018-01-17 22:00:00,2018-01-18 06:00:00
2,4,2018-01-18 06:00:00,2018-01-18 15:00:00
2,4,2018-01-18 14:00:00,2018-01-18 23:00:00
2,4,2018-01-18 22:00:00,2018-01-19 06:00:00
2,4,2018-01-19 06:00:00,2018-01-19 08:00:00
2,5,2018-01-19 08:00:00,2018-01-19 14:00:00
2,5,2018-01-19 14:00:00,2018-01-19 14:00:00
2,3,2018-01-19 14:00:00,2018-01-19 23:00:00
2,3,2018-01-19 22:00:00,2018-01-20 06:00:00
2,3,2018-01-20 06:00:00,2018-01-20 15:00:00
2,3,2018-01-20 14:00:00,2018-01-20 23:00:00
2,3,2018-01-20 22:00:00,2018-01-21 06:00:00
2,3,2018-01-21 06:00:00,2018-01-21 15:00:00
2,3,2018-01-21 14:00:00,2018-01-21 23:00:00
2,1,2018-01-21 18:00:00,2018-01-21 23:00:00
2,1,2018-01-21 22:00:00,2018-01-22 06:00:00
2,3,2018-01-21 22:00:00,2018-01-22 06:00:00
2,1,2018-01-22 06:00:00,2018-01-22 15:00:00
2,3,2018-01-22 06:00:00,2018-01-22 15:00:00
2,1,2018-01-22 14:00:00,2018-01-22 21:00:00
2,3,2018-01-22 14:00:00,2018-01-22 23:00:00
2,3,2018-01-22 22:00:00,2018-01-23 06:00:00
2,3,2018-01-23 06:00:00,2018-01-23 15:00:00
2,3,2018-01-23 14:00:00,2018-01-23 23:00:00
2,3,2018-01-23 22:00:00,2018-01-24 06:00:00
2,3,2018-01-24 06:00:00,2018-01-24 15:00:00
2,3,2018-01-24 14:00:00,2018-01-24 15:00:00
2,4,2018-01-24 15:00:00,2018-01-24 23:00:00
2,4,2018-01-24 22:00:00,2018-01-25 06:00:00
2,4,2018-01-25 06:00:00,2018-01-25 15:00:00
2,4,2018-01-25 14:00:00,2018-01-25 23:00:00
2,4,2018-01-25 22:00:00,2018-01-26 06:00:00
2,3,2018-01-26 06:00:00,2018-01-26 06:00:00
2,3,2018-01-26 06:00:00,2018-01-26 15:00:00
2,3,2018-01-26 14:00:00,2018-01-26 23:00:00
2,3,2018-01-26 22:00:00,2018-01-27 06:00:00
2,3,2018-01-27 06:00:00,2018-01-27 07:00:00
2,2,2018-01-27 07:00:00,2018-01-27 07:00:00
2,3,2018-01-27 07:00:00,2018-01-27 15:00:00
2,3,2018-01-27 14:00:00,2018-01-27 23:00:00
2,3,2018-01-27 22:00:00,2018-01-28 06:00:00
2,3,2018-01-28 06:00:00,2018-01-28 15:00:00
2,3,2018-01-28 14:00:00,2018-01-28 16:00:00
2,4,2018-01-28 16:00:00,2018-01-28 19:00:00
2,3,2018-01-28 19:00:00,2018-01-28 23:00:00
2,3,2018-01-28 22:00:00,2018-01-29 06:00:00
2,2,2018-01-29 06:00:00,2018-01-29 06:00:00
2,2,2018-01-29 06:00:00,2018-01-29 09:00:00
2,4,2018-01-29 09:00:00,2018-01-29 15:00:00
2,4,2018-01-29 14:00:00,2018-01-29 22:00:00
2,3,2018-01-29 22:00:00,2018-01-29 23:00:00
2,3,2018-01-29 22:00:00,2018-01-30 06:00:00
2,3,2018-01-30 06:00:00,2018-01-30 10:00:00
2,4,2018-01-30 10:00:00,2018-01-30 15:00:00
2,4,2018-01-30 14:00:00,2018-01-30 22:00:00
2,2,2018-01-30 22:00:00,2018-01-30 23:00:00
2,2,2018-01-30 22:00:00,2018-01-31 06:00:00
2,3,2018-01-30 23:00:00,2018-01-31 06:00:00
2,2,2018-01-31 06:00:00,2018-01-31 15:00:00
2,3,2018-01-31 06:00:00,2018-01-31 15:00:00
2,2,2018-01-31 14:00:00,2018-01-31 23:00:00
2,3,2018-01-31 14:00:00,2018-01-31 23:00:00
2,2,2018-01-31 22:00:00,2018-02-01 06:00:00
2,3,2018-01-31 22:00:00,2018-02-01 06:00:00
2,2,2018-02-01 06:00:00,2018-02-01 15:00:00
2,3,2018-02-01 06:00:00,2018-02-01 15:00:00
2,2,2018-02-01 14:00:00,2018-02-01 23:00:00
2,3,2018-02-01 14:00:00,2018-02-01 23:00:00
2,2,2018-02-01 22:00:00,2018-02-02 06:00:00
2,3,2018-02-01 22:00:00,2018-02-02 06:00:00
2,2,2018-02-02 06:00:00,2018-02-02 15:00:00
2,3,2018-02-02 06:00:00,2018-02-02 15:00:00
2,2,2018-02-02 14:00:00,2018-02-02 23:00:00
2,3,2018-02-02 14:00:00,2018-02-02 23:00:00
2,2,2018-02-02 22:00:00,2018-02-03 06:00:00
2,3,2018-02-02 22:00:00,2018-02-03 06:00:00
2,2,2018-02-03 06:00:00,2018-02-03 15:00:00
2,3,2018-02-03 06:00:00,2018-02-03 15:00:00
2,2,2018-02-03 14:00:00,2018-02-03 23:00:00
2,3,2018-02-03 14:00:00,2018-02-03 23:00:00
2,2,2018-02-03 22:00:00,2018-02-04 06:00:00
2,3,2018-02-03 22:00:00,2018-02-04 06:00:00
2,2,2018-02-04 06:00:00,2018-02-04 15:00:00
2,3,2018-02-04 06:00:00,2018-02-04 15:00:00
2,2,2018-02-04 14:00:00,2018-02-04 23:00:00
2,3,2018-02-04 14:00:00,2018-02-04 23:00:00
2,2,2018-02-04 22:00:00,2018-02-05 06:00:00
2,3,2018-02-04 22:00:00,2018-02-05 06:00:00
2,2,2018-02-05 06:00:00,2018-02-05 15:00:00
2,3,2018-02-05 06:00:00,2018-02-05 15:00:00
2,2,2018-02-05 14:00:00,2018-02-05 23:00:00
2,3,2018-02-05 14:00:00,2018-02-05 23:00:00
2,2,2018-02-05 22:00:00,2018-02-06 06:00:00
2,3,2018-02-05 22:00:00,2018-02-06 06:00:00
2,2,2018-02-06 06:00:00,2018-02-06 15:00:00
2,3,2018-02-06 06:00:00,2018-02-06 15:00:00
2,2,2018-02-06 14:00:00,2018-02-06 16:00:00
2,3,2018-02-06 14:00:00,2018-02-06 16:00:00
2,4,2018-02-06 16:00:00,2018-02-06 23:00:00
2,4,2018-02-06 22:00:00,2018-02-07 06:00:00
2,4,2018-02-07 06:00:00,2018-02-07 15:00:00
2,4,2018-02-07 14:00:00,2018-02-07 23:00:00
2,4,2018-02-07 22:00:00,2018-02-08 06:00:00
2,4,2018-02-08 06:00:00,2018-02-08 15:00:00
2,4,2018-02-08 14:00:00,2018-02-08 23:00:00
2,4,2018-02-08 22:00:00,2018-02-09 06:00:00
2,3,2018-02-09 01:00:00,2018-02-09 06:00:00
2,3,2018-02-09 06:00:00,2018-02-09 15:00:00
2,4,2018-02-09 06:00:00,2018-02-09 15:00:00
2,3,2018-02-09 14:00:00,2018-02-09 23:00:00
2,4,2018-02-09 14:00:00,2018-02-09 23:00:00
2,3,2018-02-09 22:00:00,2018-02-10 06:00:00
2,4,2018-02-09 22:00:00,2018-02-10 06:00:00
2,3,2018-02-10 06:00:00,2018-02-10 15:00:00
2,4,2018-02-10 06:00:00,2018-02-10 15:00:00
2,3,2018-02-10 14:00:00,2018-02-10 23:00:00
2,4,2018-02-10 14:00:00,2018-02-10 23:00:00
2,3,2018-02-10 22:00:00,2018-02-11 06:00:00
2,4,2018-02-10 22:00:00,2018-02-11 06:00:00
2,3,2018-02-11 06:00:00,2018-02-11 15:00:00
2,4,2018-02-11 06:00:00,2018-02-11 15:00:00
2,3,2018-02-11 14:00:00,2018-02-11 23:00:00
2,4,2018-02-11 14:00:00,2018-02-11 23:00:00
2,3,2018-02-11 22:00:00,2018-02-12 06:00:00
2,4,2018-02-11 22:00:00,2018-02-12 06:00:00
2,3,2018-02-12 06:00:00,2018-02-12 07:00:00
2,4,2018-02-12 06:00:00,2018-02-12 15:00:00
2,3,2018-02-12 07:00:00,2018-02-12 07:00:00
2,4,2018-02-12 14:00:00,2018-02-12 15:00:00
2,3,2018-02-12 15:00:00,2018-02-12 23:00:00
2,3,2018-02-12 22:00:00,2018-02-13 06:00:00
2,3,2018-02-13 06:00:00,2018-02-13 15:00:00
2,3,2018-02-13 14:00:00,2018-02-13 23:00:00
2,3,2018-02-13 22:00:00,2018-02-14 06:00:00
2,3,2018-02-14 06:00:00,2018-02-14 15:00:00
2,3,2018-02-14 14:00:00,2018-02-14 15:00:00
2,2,2018-02-14 15:00:00,2018-02-14 23:00:00
2,2,2018-02-14 22:00:00,2018-02-15 06:00:00
2,3,2018-02-15 01:00:00,2018-02-15 06:00:00
2,2,2018-02-15 06:00:00,2018-02-15 15:00:00
2,3,2018-02-15 06:00:00,2018-02-15 15:00:00
2,2,2018-02-15 14:00:00,2018-02-15 23:00:00
2,3,2018-02-15 14:00:00,2018-02-15 22:00:00
2,2,2018-02-15 22:00:00,2018-02-16 00:00:00
2,3,2018-02-15 22:00:00,2018-02-15 22:00:00
2,3,2018-02-16 00:00:00,2018-02-16 06:00:00
2,3,2018-02-16 06:00:00,2018-02-16 15:00:00
2,3,2018-02-16 14:00:00,2018-02-16 23:00:00
2,3,2018-02-16 22:00:00,2018-02-17 06:00:00
2,4,2018-02-17 00:00:00,2018-02-17 06:00:00
2,3,2018-02-17 06:00:00,2018-02-17 15:00:00
2,4,2018-02-17 06:00:00,2018-02-17 15:00:00
2,3,2018-02-17 14:00:00,2018-02-17 23:00:00
2,4,2018-02-17 14:00:00,2018-02-17 21:00:00
2,3,2018-02-17 22:00:00,2018-02-17 23:00:00
2,4,2018-02-17 23:00:00,2018-02-18 06:00:00
2,4,2018-02-18 06:00:00,2018-02-18 15:00:00
2,4,2018-02-18 14:00:00,2018-02-18 23:00:00
2,4,2018-02-18 22:00:00,2018-02-19 06:00:00
2,2,2018-02-18 23:00:00,2018-02-21 16:00:00
2,3,2018-02-18 23:00:00,2018-02-19 06:00:00
2,3,2018-02-19 06:00:00,2018-02-19 15:00:00
2,4,2018-02-19 06:00:00,2018-02-19 15:00:00
2,3,2018-02-19 14:00:00,2018-02-19 23:00:00
2,4,2018-02-19 14:00:00,2018-02-19 23:00:00
2,3,2018-02-19 22:00:00,2018-02-20 06:00:00
2,4,2018-02-19 22:00:00,2018-02-20 06:00:00
2,3,2018-02-20 06:00:00,2018-02-20 15:00:00
2,4,2018-02-20 06:00:00,2018-02-20 15:00:00
2,3,2018-02-20 14:00:00,2018-02-20 23:00:00
2,4,2018-02-20 14:00:00,2018-02-20 23:00:00
2,3,2018-02-20 22:00:00,2018-02-21 06:00:00
2,4,2018-02-20 22:00:00,2018-02-21 06:00:00
2,3,2018-02-21 06:00:00,2018-02-21 15:00:00
2,4,2018-02-21 06:00:00,2018-02-21 15:00:00
2,3,2018-02-21 14:00:00,2018-02-21 16:00:00
2,4,2018-02-21 14:00:00,2018-02-21 23:00:00
2,4,2018-02-21 22:00:00,2018-02-22 06:00:00
2,4,2018-02-22 06:00:00,2018-02-22 15:00:00
2,4,2018-02-22 14:00:00,2018-02-22 23:00:00
2,4,2018-02-22 22:00:00,2018-02-23 01:00:00
2,3,2018-02-23 01:00:00,2018-02-23 06:00:00
2,3,2018-02-23 06:00:00,2018-02-23 15:00:00
2,3,2018-02-23 14:00:00,2018-02-23 18:00:00
2,2,2018-02-23 18:00:00,2018-02-23 22:00:00
2,4,2018-02-23 18:00:00,2018-02-23 23:00:00
2,1,2018-02-23 22:00:00,2018-02-23 23:00:00
2,3,2018-02-23 22:00:00,2018-02-23 23:00:00
2,1,2018-02-23 22:00:00,2018-02-24 06:00:00
2,3,2018-02-23 22:00:00,2018-02-24 06:00:00
2,4,2018-02-23 22:00:00,2018-02-24 06:00:00
2,1,2018-02-24 06:00:00,2018-02-24 15:00:00
2,3,2018-02-24 06:00:00,2018-02-24 15:00:00
2,4,2018-02-24 06:00:00,2018-02-24 15:00:00
2,1,2018-02-24 14:00:00,2018-02-24 23:00:00
2,3,2018-02-24 14:00:00,2018-02-24 23:00:00
2,4,2018-02-24 14:00:00,2018-02-24 23:00:00
2,1,2018-02-24 22:00:00,2018-02-25 06:00:00
2,3,2018-02-24 22:00:00,2018-02-25 06:00:00
2,4,2018-02-24 22:00:00,2018-02-25 06:00:00
2,1,2018-02-25 06:00:00,2018-02-25 12:00:00
2,3,2018-02-25 06:00:00,2018-02-25 12:00:00
2,4,2018-02-25 06:00:00,2018-02-25 12:00:00
2,4,2018-02-25 12:00:00,2018-02-25 15:00:00
2,4,2018-02-25 14:00:00,2018-02-25 23:00:00
2,4,2018-02-25 22:00:00,2018-02-26 06:00:00
2,3,2018-02-25 23:00:00,2018-02-26 06:00:00
2,3,2018-02-26 06:00:00,2018-02-26 08:00:00
2,4,2018-02-26 06:00:00,2018-02-26 08:00:00
2,4,2018-02-26 08:00:00,2018-02-26 15:00:00
2,4,2018-02-26 14:00:00,2018-02-26 23:00:00
2,4,2018-02-26 22:00:00,2018-02-27 06:00:00
2,3,2018-02-27 00:00:00,2018-02-27 06:00:00
2,3,2018-02-27 06:00:00,2018-02-27 07:00:00
2,4,2018-02-27 06:00:00,2018-02-27 09:00:00
2,4,2018-02-27 09:00:00,2018-02-27 15:00:00
2,4,2018-02-27 14:00:00,2018-02-27 23:00:00
2,4,2018-02-27 22:00:00,2018-02-28 06:00:00
2,3,2018-02-28 01:00:00,2018-02-28 06:00:00
2,3,2018-02-28 06:00:00,2018-02-28 15:00:00
2,4,2018-02-28 06:00:00,2018-02-28 15:00:00
2,3,2018-02-28 14:00:00,2018-02-28 23:00:00
2,4,2018-02-28 14:00:00,2018-02-28 23:00:00
2,3,2018-02-28 22:00:00,2018-03-01 06:00:00
2,4,2018-02-28 22:00:00,2018-03-01 06:00:00
2,3,2018-03-01 06:00:00,2018-03-01 15:00:00
2,4,2018-03-01 06:00:00,2018-03-01 15:00:00
2,3,2018-03-01 14:00:00,2018-03-01 23:00:00
2,4,2018-03-01 14:00:00,2018-03-01 23:00:00
2,3,2018-03-01 22:00:00,2018-03-02 06:00:00
2,4,2018-03-01 22:00:00,2018-03-02 06:00:00
2,3,2018-03-02 06:00:00,2018-03-02 15:00:00
2,4,2018-03-02 06:00:00,2018-03-02 15:00:00
2,3,2018-03-02 14:00:00,2018-03-02 23:00:00
2,4,2018-03-02 14:00:00,2018-03-02 23:00:00
2,3,2018-03-02 22:00:00,2018-03-03 06:00:00
2,4,2018-03-02 22:00:00,2018-03-03 06:00:00
2,3,2018-03-03 06:00:00,2018-03-03 15:00:00
2,4,2018-03-03 06:00:00,2018-03-03 15:00:00
2,3,2018-03-03 14:00:00,2018-03-03 23:00:00
2,4,2018-03-03 14:00:00,2018-03-03 23:00:00
2,3,2018-03-03 22:00:00,2018-03-04 06:00:00
2,4,2018-03-03 22:00:00,2018-03-04 06:00:00
2,3,2018-03-04 06:00:00,2018-03-04 15:00:00
2,4,2018-03-04 06:00:00,2018-03-04 15:00:00
2,3,2018-03-04 14:00:00,2018-03-04 23:00:00
2,4,2018-03-04 14:00:00,2018-03-04 23:00:00
2,3,2018-03-04 22:00:00,2018-03-05 06:00:00
2,4,2018-03-04 22:00:00,2018-03-05 06:00:00
2,3,2018-03-05 06:00:00,2018-03-05 14:00:00
2,4,2018-03-05 06:00:00,2018-03-05 15:00:00
2,3,2018-03-05 14:00:00,2018-03-05 14:00:00
2,4,2018-03-05 14:00:00,2018-03-05 23:00:00
2,4,2018-03-05 22:00:00,2018-03-06 06:00:00
2,4,2018-03-06 06:00:00,2018-03-06 15:00:00
2,4,2018-03-06 14:00:00,2018-03-06 23:00:00
2,4,2018-03-06 22:00:00,2018-03-07 06:00:00
2,4,2018-03-07 06:00:00,2018-03-07 15:00:00
2,4,2018-03-07 14:00:00,2018-03-07 23:00:00
2,3,2018-03-07 15:00:00,2018-03-07 23:00:00
2,3,2018-03-07 22:00:00,2018-03-08 06:00:00
2,4,2018-03-07 22:00:00,2018-03-08 06:00:00
2,3,2018-03-08 06:00:00,2018-03-08 15:00:00
2,4,2018-03-08 06:00:00,2018-03-08 15:00:00
2,3,2018-03-08 14:00:00,2018-03-08 23:00:00
2,4,2018-03-08 14:00:00,2018-03-08 23:00:00
2,3,2018-03-08 22:00:00,2018-03-09 00:00:00
2,4,2018-03-08 22:00:00,2018-03-09 06:00:00
2,4,2018-03-09 06:00:00,2018-03-09 13:00:00
2,5,2018-03-09 06:00:00,2018-03-09 15:00:00
2,3,2018-03-09 13:00:00,2018-03-09 15:00:00
2,3,2018-03-09 14:00:00,2018-03-09 23:00:00
2,5,2018-03-09 14:00:00,2018-03-09 23:00:00
2,3,2018-03-09 22:00:00,2018-03-10 06:00:00
2,5,2018-03-09 22:00:00,2018-03-10 06:00:00
2,3,2018-03-10 06:00:00,2018-03-10 15:00:00
2,5,2018-03-10 06:00:00,2018-03-10 15:00:00
2,3,2018-03-10 14:00:00,2018-03-10 23:00:00
2,5,2018-03-10 14:00:00,2018-03-10 23:00:00
2,3,2018-03-10 22:00:00,2018-03-11 06:00:00
2,5,2018-03-10 22:00:00,2018-03-11 06:00:00
2,3,2018-03-11 06:00:00,2018-03-11 15:00:00
2,5,2018-03-11 06:00:00,2018-03-11 07:00:00
2,4,2018-03-11 07:00:00,2018-03-11 15:00:00
2,3,2018-03-11 14:00:00,2018-03-11 23:00:00
2,4,2018-03-11 14:00:00,2018-03-11 23:00:00
2,3,2018-03-11 22:00:00,2018-03-12 06:00:00
2,4,2018-03-11 22:00:00,2018-03-11 23:00:00
2,3,2018-03-12 06:00:00,2018-03-12 15:00:00
2,4,2018-03-12 07:00:00,2018-03-12 15:00:00
2,3,2018-03-12 14:00:00,2018-03-12 23:00:00
2,4,2018-03-12 14:00:00,2018-03-12 23:00:00
2,3,2018-03-12 22:00:00,2018-03-13 06:00:00
2,4,2018-03-12 22:00:00,2018-03-12 23:00:00
2,3,2018-03-13 06:00:00,2018-03-13 15:00:00
