Line,Staff,StartTime,EndTime
2,2,2018-02-04 14:50:02,2018-02-04 23:00:02
2,3,2018-02-04 14:50:03,2018-02-04 23:00:03
2,2,2018-02-04 22:50:02,2018-02-05 06:40:02
2,3,2018-02-04 22:50:03,2018-02-05 06:40:03
2,2,2018-02-05 06:30:02,2018-02-05 15:00:02
2,3,2018-02-05 06:30:03,2018-02-05 15:00:03
2,2,2018-02-05 14:50:02,2018-02-05 23:00:02
2,3,2018-02-05 14:50:03,2018-02-05 23:00:03
2,2,2018-02-05 22:50:02,2018-02-06 06:40:02
2,3,2018-02-05 22:50:03,2018-02-06 06:40:03
2,2,2018-02-06 06:30:02,2018-02-06 15:00:02
2,3,2018-02-06 06:30:03,2018-02-06 15:00:03
2,2,2018-02-06 14:50:02,2018-02-06 16:53:24
2,3,2018-02-06 14:50:03,2018-02-06 16:53:24
2,4,2018-02-06 16:53:28,2018-02-06 23:00:00
2,4,2018-02-06 22:50:04,2018-02-07 06:40:04
2,4,2018-02-07 06:30:04,2018-02-07 15:00:04
2,4,2018-02-07 14:50:04,2018-02-07 23:00:04
2,4,2018-02-07 22:50:04,2018-02-08 06:40:04
2,4,2018-02-08 06:30:04,2018-02-08 15:00:04
2,4,2018-02-08 14:50:04,2018-02-08 23:00:04
2,4,2018-02-08 22:50:04,2018-02-09 06:40:00
2,3,2018-02-09 01:53:19,2018-02-09 06:40:00
2,3,2018-02-09 06:30:03,2018-02-09 15:00:03
2,4,2018-02-09 06:30:04,2018-02-09 15:00:04
2,3,2018-02-09 14:50:03,2018-02-09 23:00:03
2,4,2018-02-09 14:50:04,2018-02-09 23:00:04
2,3,2018-02-09 22:50:03,2018-02-10 06:40:03
2,4,2018-02-09 22:50:04,2018-02-10 06:40:04
2,3,2018-02-10 06:30:03,2018-02-10 15:00:03
2,4,2018-02-10 06:30:04,2018-02-10 15:00:04
2,3,2018-02-10 14:50:03,2018-02-10 23:00:03
2,4,2018-02-10 14:50:04,2018-02-10 23:00:04
2,3,2018-02-10 22:50:03,2018-02-11 06:40:03
2,4,2018-02-10 22:50:04,2018-02-11 06:40:04
2,3,2018-02-11 06:30:03,2018-02-11 15:00:03
2,4,2018-02-11 06:30:04,2018-02-11 15:00:04
2,3,2018-02-11 14:50:03,2018-02-11 23:00:03
2,4,2018-02-11 14:50:04,2018-02-11 23:00:04
2,3,2018-02-11 22:50:03,2018-02-12 06:40:03
2,4,2018-02-11 22:50:04,2018-02-12 06:40:04
2,3,2018-02-12 06:30:03,2018-02-12 07:19:52
2,4,2018-02-12 06:30:04,2018-02-12 15:00:00
2,3,2018-02-12 07:19:51,2018-02-12 07:19:52
2,4,2018-02-12 14:50:04,2018-02-12 15:39:52
2,3,2018-02-12 15:39:55,2018-02-12 23:00:00
2,3,2018-02-12 22:50:03,2018-02-13 06:40:00
2,3,2018-02-13 06:30:03,2018-02-13 15:00:03
2,3,2018-02-13 14:50:03,2018-02-13 23:00:03
2,3,2018-02-13 22:50:03,2018-02-14 06:40:03
2,3,2018-02-14 06:30:03,2018-02-14 15:00:03
2,3,2018-02-14 14:50:03,2018-02-14 15:33:10
2,2,2018-02-14 15:33:26,2018-02-14 23:00:00
2,2,2018-02-14 22:50:02,2018-02-15 06:40:00
2,3,2018-02-15 01:37:47,2018-02-15 06:40:00
2,2,2018-02-15 06:30:02,2018-02-15 15:00:02
2,3,2018-02-15 06:30:03,2018-02-15 15:00:03
2,2,2018-02-15 14:50:02,2018-02-15 23:00:00
2,3,2018-02-15 14:50:03,2018-02-15 22:51:28
2,2,2018-02-15 22:50:02,2018-02-16 00:24:44
2,3,2018-02-15 22:50:03,2018-02-15 22:51:28
2,3,2018-02-16 00:24:47,2018-02-16 06:40:00
2,3,2018-02-16 06:30:03,2018-02-16 15:00:03
2,3,2018-02-16 14:50:03,2018-02-16 23:00:03
2,3,2018-02-16 22:50:03,2018-02-17 06:40:00
2,4,2018-02-17 00:05:00,2018-02-17 06:40:00
2,3,2018-02-17 06:30:03,2018-02-17 15:00:03
2,4,2018-02-17 06:30:04,2018-02-17 15:00:04
2,3,2018-02-17 14:50:03,2018-02-17 23:00:00
2,4,2018-02-17 14:50:04,2018-02-17 21:32:58
2,3,2018-02-17 22:50:03,2018-02-17 23:46:08
2,4,2018-02-17 23:46:12,2018-02-18 06:40:00
2,4,2018-02-18 06:30:04,2018-02-18 15:00:04
2,4,2018-02-18 14:50:04,2018-02-18 23:00:04
2,4,2018-02-18 22:50:04,2018-02-19 06:40:00
2,2,2018-02-18 23:05:46,2018-02-21 16:20:10
2,3,2018-02-18 23:05:49,2018-02-19 06:40:00
2,3,2018-02-19 06:30:03,2018-02-19 15:00:03
2,4,2018-02-19 06:30:04,2018-02-19 15:00:04
2,3,2018-02-19 14:50:03,2018-02-19 23:00:03
2,4,2018-02-19 14:50:04,2018-02-19 23:00:04
2,3,2018-02-19 22:50:03,2018-02-20 06:40:03
2,4,2018-02-19 22:50:04,2018-02-20 06:40:04
2,3,2018-02-20 06:30:03,2018-02-20 15:00:03
2,4,2018-02-20 06:30:04,2018-02-20 15:00:04
2,3,2018-02-20 14:50:03,2018-02-20 23:00:03
2,4,2018-02-20 14:50:04,2018-02-20 23:00:04
2,3,2018-02-20 22:50:03,2018-02-21 06:40:03
2,4,2018-02-20 22:50:04,2018-02-21 06:40:04
2,3,2018-02-21 06:30:03,2018-02-21 15:00:03
2,4,2018-02-21 06:30:04,2018-02-21 15:00:04
2,3,2018-02-21 14:50:03,2018-02-21 16:20:12
2,4,2018-02-21 14:50:04,2018-02-21 23:00:00
2,4,2018-02-21 22:50:04,2018-02-22 06:40:04
2,4,2018-02-22 06:30:04,2018-02-22 15:00:04
2,4,2018-02-22 14:50:04,2018-02-22 23:00:04
2,4,2018-02-22 22:50:04,2018-02-23 01:38:02
2,3,2018-02-23 01:38:05,2018-02-23 06:40:00
2,3,2018-02-23 06:30:03,2018-02-23 15:00:03
2,3,2018-02-23 14:50:03,2018-02-23 18:20:21
2,2,2018-02-23 18:20:23,2018-02-23 22:46:48
2,4,2018-02-23 18:40:34,2018-02-23 23:00:00
2,1,2018-02-23 22:46:49,2018-02-23 23:00:00
2,3,2018-02-23 22:46:51,2018-02-23 23:00:00
2,1,2018-02-23 22:50:01,2018-02-24 06:40:01
2,3,2018-02-23 22:50:03,2018-02-24 06:40:03
2,4,2018-02-23 22:50:04,2018-02-24 06:40:04
2,1,2018-02-24 06:30:01,2018-02-24 15:00:01
2,3,2018-02-24 06:30:03,2018-02-24 15:00:03
2,4,2018-02-24 06:30:04,2018-02-24 15:00:04
2,1,2018-02-24 14:50:01,2018-02-24 23:00:01
2,3,2018-02-24 14:50:03,2018-02-24 23:00:03
2,4,2018-02-24 14:50:04,2018-02-24 23:00:04
2,1,2018-02-24 22:50:01,2018-02-25 06:40:01
2,3,2018-02-24 22:50:03,2018-02-25 06:40:03
2,4,2018-02-24 22:50:04,2018-02-25 06:40:04
2,1,2018-02-25 06:30:01,2018-02-25 12:15:48
2,3,2018-02-25 06:30:03,2018-02-25 12:15:50
2,4,2018-02-25 06:30:04,2018-02-25 12:15:48
2,4,2018-02-25 12:15:54,2018-02-25 15:00:00
2,4,2018-02-25 14:50:04,2018-02-25 23:00:04
2,4,2018-02-25 22:50:04,2018-02-26 06:40:00
2,3,2018-02-25 23:40:15,2018-02-26 06:40:00
2,3,2018-02-26 06:30:03,2018-02-26 08:22:38
2,4,2018-02-26 06:30:04,2018-02-26 08:22:36
2,4,2018-02-26 08:22:42,2018-02-26 15:00:00
2,4,2018-02-26 14:50:04,2018-02-26 23:00:04
2,4,2018-02-26 22:50:04,2018-02-27 06:40:00
2,3,2018-02-27 00:44:07,2018-02-27 06:40:00
2,3,2018-02-27 06:30:03,2018-02-27 07:47:56
2,4,2018-02-27 06:30:04,2018-02-27 09:42:14
2,4,2018-02-27 09:42:42,2018-02-27 15:00:00
2,4,2018-02-27 14:50:04,2018-02-27 23:00:04
2,4,2018-02-27 22:50:04,2018-02-28 06:40:00
2,3,2018-02-28 01:02:57,2018-02-28 06:40:00
2,3,2018-02-28 06:30:03,2018-02-28 15:00:03
2,4,2018-02-28 06:30:04,2018-02-28 15:00:04
2,3,2018-02-28 14:50:03,2018-02-28 23:00:03
2,4,2018-02-28 14:50:04,2018-02-28 23:00:04
2,3,2018-02-28 22:50:03,2018-03-01 06:40:03
2,4,2018-02-28 22:50:04,2018-03-01 06:40:04
2,3,2018-03-01 06:30:03,2018-03-01 15:00:03
2,4,2018-03-01 06:30:04,2018-03-01 15:00:04
2,3,2018-03-01 14:50:03,2018-03-01 23:00:03
2,4,2018-03-01 14:50:04,2018-03-01 23:00:04
2,3,2018-03-01 22:50:03,2018-03-02 06:40:03
2,4,2018-03-01 22:50:04,2018-03-02 06:40:04
2,3,2018-03-02 06:30:03,2018-03-02 15:00:03
2,4,2018-03-02 06:30:04,2018-03-02 15:00:04
2,3,2018-03-02 14:50:03,2018-03-02 23:00:03
2,4,2018-03-02 14:50:04,2018-03-02 23:00:04
2,3,2018-03-02 22:50:03,2018-03-03 06:40:03
2,4,2018-03-02 22:50:04,2018-03-03 06:40:04
2,3,2018-03-03 06:30:03,2018-03-03 15:00:03
2,4,2018-03-03 06:30:04,2018-03-03 15:00:04
2,3,2018-03-03 14:50:03,2018-03-03 23:00:03
2,4,2018-03-03 14:50:04,2018-03-03 23:00:04
2,3,2018-03-03 22:50:03,2018-03-04 06:40:03
2,4,2018-03-03 22:50:04,2018-03-04 06:40:04
2,3,2018-03-04 06:30:03,2018-03-04 15:00:03
2,4,2018-03-04 06:30:04,2018-03-04 15:00:04
2,3,2018-03-04 14:50:03,2018-03-04 23:00:03
2,4,2018-03-04 14:50:04,2018-03-04 23:00:04
2,3,2018-03-04 22:50:03,2018-03-05 06:40:03
2,4,2018-03-04 22:50:04,2018-03-05 06:40:04
2,3,2018-03-05 06:30:03,2018-03-05 14:56:46
2,4,2018-03-05 06:30:04,2018-03-05 15:00:00
2,3,2018-03-05 14:50:03,2018-03-05 14:56:46
2,4,2018-03-05 14:50:04,2018-03-05 23:00:00
2,4,2018-03-05 22:50:04,2018-03-06 06:40:04
2,4,2018-03-06 06:30:04,2018-03-06 15:00:04
2,4,2018-03-06 14:50:04,2018-03-06 23:00:04
2,4,2018-03-06 22:50:04,2018-03-07 06:40:04
2,4,2018-03-07 06:30:04,2018-03-07 15:00:04
2,4,2018-03-07 14:50:04,2018-03-07 23:00:00
2,3,2018-03-07 15:11:59,2018-03-07 23:00:00
2,3,2018-03-07 22:50:03,2018-03-08 06:40:03
2,4,2018-03-07 22:50:04,2018-03-08 06:40:04
2,3,2018-03-08 06:30:03,2018-03-08 15:00:03
2,4,2018-03-08 06:30:04,2018-03-08 15:00:04
2,3,2018-03-08 14:50:03,2018-03-08 23:00:03
2,4,2018-03-08 14:50:04,2018-03-08 23:00:04
2,3,2018-03-08 22:50:03,2018-03-09 00:24:18
2,4,2018-03-08 22:50:04,2018-03-09 06:40:00
2,4,2018-03-09 06:30:04,2018-03-09 13:58:18
2,5,2018-03-09 06:37:03,2018-03-09 15:00:00
2,3,2018-03-09 13:58:21,2018-03-09 15:00:00
2,3,2018-03-09 14:50:03,2018-03-09 23:00:03
2,5,2018-03-09 14:50:05,2018-03-09 23:00:05
2,3,2018-03-09 22:50:03,2018-03-10 06:40:03
2,5,2018-03-09 22:50:05,2018-03-10 06:40:05
2,3,2018-03-10 06:30:03,2018-03-10 15:00:03
2,5,2018-03-10 06:30:05,2018-03-10 15:00:05
2,3,2018-03-10 14:50:03,2018-03-10 23:00:03
2,5,2018-03-10 14:50:05,2018-03-10 23:00:05
2,3,2018-03-10 22:50:03,2018-03-11 06:40:03
2,5,2018-03-10 22:50:05,2018-03-11 06:40:05
2,3,2018-03-11 06:30:03,2018-03-11 15:00:00
2,5,2018-03-11 06:30:05,2018-03-11 07:46:16
2,4,2018-03-11 07:46:20,2018-03-11 15:00:00
2,3,2018-03-11 14:50:03,2018-03-11 23:00:03
2,4,2018-03-11 14:50:04,2018-03-11 23:00:04
2,3,2018-03-11 22:50:03,2018-03-12 06:40:00
2,4,2018-03-11 22:50:04,2018-03-11 23:15:46
2,3,2018-03-12 06:30:03,2018-03-12 15:00:00
2,4,2018-03-12 07:15:20,2018-03-12 15:00:00
2,3,2018-03-12 14:50:03,2018-03-12 23:00:03
2,4,2018-03-12 14:50:04,2018-03-12 23:00:04
2,3,2018-03-12 22:50:03,2018-03-13 06:40:00
2,4,2018-03-12 22:50:04,2018-03-12 23:52:28
2,3,2018-03-13 06:30:03,2018-03-13 15:00:00
2,4,2018-03-13 07:46:24,2018-03-13 12:03:20
2,3,2018-03-13 14:50:03,2018-03-13 23:00:03
2,3,2018-03-13 22:50:03,2018-03-14 06:40:03
2,3,2018-03-14 06:30:03,2018-03-14 15:00:03
2,3,2018-03-14 14:50:03,2018-03-14 19:04:58
2,1,2018-03-14 19:04:59,2018-03-14 22:58:18
2,4,2018-03-14 19:05:02,2018-03-14 23:00:00
2,1,2018-03-14 22:50:01,2018-03-14 22:58:18
2,4,2018-03-14 22:50:04,2018-03-15 06:40:00
2,4,2018-03-15 06:30:04,2018-03-15 13:28:28
2,3,2018-03-15 13:28:27,2018-03-15 15:00:00
2,3,2018-03-15 14:50:03,2018-03-15 23:00:00
2,1,2018-03-15 14:57:55,2018-03-15 23:00:00
2,1,2018-03-15 22:50:01,2018-03-15 23:11:38
2,3,2018-03-15 22:50:03,2018-03-16 06:40:00
2,3,2018-03-16 06:30:03,2018-03-16 15:00:03
2,3,2018-03-16 14:50:03,2018-03-16 16:20:38
2,5,2018-03-16 16:20:43,2018-03-16 20:16:40
2,4,2018-03-16 19:08:56,2018-03-16 23:00:00
2,3,2018-03-16 20:16:43,2018-03-16 23:00:00
2,3,2018-03-16 22:50:03,2018-03-17 06:40:03
2,4,2018-03-16 22:50:04,2018-03-17 06:40:04
2,3,2018-03-17 06:30:03,2018-03-17 15:00:03
2,4,2018-03-17 06:30:04,2018-03-17 15:00:04
2,3,2018-03-17 14:50:03,2018-03-17 23:00:03
2,4,2018-03-17 14:50:04,2018-03-17 23:00:04
2,3,2018-03-17 22:50:03,2018-03-18 06:40:03
2,4,2018-03-17 22:50:04,2018-03-18 06:40:04
2,3,2018-03-18 06:30:03,2018-03-18 15:00:03
2,4,2018-03-18 06:30:04,2018-03-18 15:00:04
2,3,2018-03-18 14:50:03,2018-03-18 23:00:03
2,4,2018-03-18 14:50:04,2018-03-18 23:00:04
2,3,2018-03-18 22:50:03,2018-03-19 06:40:03
2,4,2018-03-18 22:50:04,2018-03-19 06:40:04
2,3,2018-03-19 06:30:03,2018-03-19 06:40:40
2,4,2018-03-19 06:30:04,2018-03-19 15:00:00
2,3,2018-03-19 06:40:41,2018-03-19 15:00:00
2,3,2018-03-19 14:50:03,2018-03-19 23:00:03
2,4,2018-03-19 14:50:04,2018-03-19 23:00:04
2,3,2018-03-19 22:50:03,2018-03-20 02:20:52
2,4,2018-03-19 22:50:04,2018-03-20 02:20:52
2,3,2018-03-20 02:21:01,2018-03-20 06:37:24
2,3,2018-03-20 06:30:03,2018-03-20 06:37:24
2,5,2018-03-20 06:37:29,2018-03-20 15:00:00
2,5,2018-03-20 14:50:05,2018-03-20 23:00:00
2,4,2018-03-20 15:07:06,2018-03-20 23:00:00
2,4,2018-03-20 22:50:04,2018-03-21 00:33:14
2,5,2018-03-20 22:50:05,2018-03-21 00:33:14
2,3,2018-03-21 00:33:19,2018-03-21 06:40:00
2,3,2018-03-21 06:30:03,2018-03-21 15:00:00
2,4,2018-03-21 06:52:14,2018-03-21 15:00:00
2,3,2018-03-21 14:50:03,2018-03-21 17:03:20
2,4,2018-03-21 14:50:04,2018-03-21 15:06:54
2,4,2018-03-21 17:03:24,2018-03-21 23:00:00
2,4,2018-03-21 22:50:04,2018-03-22 06:40:00
2,3,2018-03-21 23:09:07,2018-03-22 06:40:00
2,3,2018-03-22 06:30:03,2018-03-22 15:00:03
2,4,2018-03-22 06:30:04,2018-03-22 15:00:04
2,3,2018-03-22 14:50:03,2018-03-22 22:53:02
2,4,2018-03-22 14:50:04,2018-03-22 16:29:14
2,5,2018-03-22 16:29:19,2018-03-22 22:53:02
2,3,2018-03-22 22:50:03,2018-03-22 22:53:02
2,5,2018-03-22 22:50:05,2018-03-22 22:53:02
2,2,2018-03-22 22:53:06,2018-03-22 23:03:28
2,3,2018-03-22 23:03:31,2018-03-23 04:50:08
2,2,2018-03-23 04:50:12,2018-03-23 06:40:00
2,2,2018-03-23 06:30:02,2018-03-23 15:00:02
2,2,2018-03-23 14:50:02,2018-03-23 23:00:00
2,3,2018-03-23 15:20:25,2018-03-23 23:00:00
2,2,2018-03-23 22:50:02,2018-03-24 06:40:02
2,3,2018-03-23 22:50:03,2018-03-24 06:40:03
2,2,2018-03-24 06:30:02,2018-03-24 15:00:02
2,3,2018-03-24 06:30:03,2018-03-24 15:00:03
2,2,2018-03-24 14:50:02,2018-03-24 23:00:02
2,3,2018-03-24 14:50:03,2018-03-24 23:00:03
2,2,2018-03-24 22:50:02,2018-03-25 06:40:02
2,3,2018-03-24 22:50:03,2018-03-25 06:40:03
2,2,2018-03-25 06:30:02,2018-03-25 15:00:02
2,3,2018-03-25 06:30:03,2018-03-25 15:00:03
2,2,2018-03-25 14:50:02,2018-03-25 23:00:02
2,3,2018-03-25 14:50:03,2018-03-25 23:00:03
2,2,2018-03-25 22:50:02,2018-03-26 06:40:02
2,3,2018-03-25 22:50:03,2018-03-26 06:40:03
2,2,2018-03-26 06:30:02,2018-03-26 15:00:02
2,3,2018-03-26 06:30:03,2018-03-26 15:00:03
2,2,2018-03-26 14:50:02,2018-03-26 23:00:02
2,3,2018-03-26 14:50:03,2018-03-26 23:00:03
2,2,2018-03-26 22:50:02,2018-03-27 06:40:02
2,3,2018-03-26 22:50:03,2018-03-27 06:40:03
2,2,2018-03-27 06:30:02,2018-03-27 15:00:02
2,3,2018-03-27 06:30:03,2018-03-27 15:00:03
2,2,2018-03-27 14:50:02,2018-03-27 23:00:02
2,3,2018-03-27 14:50:03,2018-03-27 23:00:03
2,2,2018-03-27 22:50:02,2018-03-28 06:36:00
2,3,2018-03-27 22:50:03,2018-03-28 06:36:14
2,2,2018-03-28 06:30:02,2018-03-28 06:36:00
2,3,2018-03-28 06:30:03,2018-03-28 06:36:14
2,2,2018-03-28 06:36:04,2018-03-28 06:36:14
2,2,2018-03-28 06:36:18,2018-03-28 15:00:00
2,2,2018-03-28 14:50:02,2018-03-28 17:16:58
2,3,2018-03-28 17:16:53,2018-03-28 23:00:00
2,3,2018-03-28 22:50:03,2018-03-29 06:40:03
2,3,2018-03-29 06:30:03,2018-03-29 15:00:03
2,3,2018-03-29 14:50:03,2018-03-29 23:00:03
2,3,2018-03-29 22:50:03,2018-03-30 06:40:03
2,3,2018-03-30 06:30:03,2018-03-30 15:00:03
2,3,2018-03-30 14:50:03,2018-03-30 23:00:03
2,3,2018-03-30 22:50:03,2018-03-31 06:40:03
2,3,2018-03-31 06:30:03,2018-03-31 15:00:03
2,3,2018-03-31 14:50:03,2018-03-31 23:00:03
2,3,2018-03-31 22:50:03,2018-04-01 06:40:03
